cases,cumulative_cases,date_report,province
8,375,16-11-2020,New Brunswick
4,379,17-11-2020,New Brunswick
9,388,18-11-2020,New Brunswick
4,392,19-11-2020,New Brunswick
9,401,20-11-2020,New Brunswick
23,424,21-11-2020,New Brunswick
6,430,22-11-2020,New Brunswick
15,445,23-11-2020,New Brunswick
5,450,24-11-2020,New Brunswick
3,453,25-11-2020,New Brunswick
12,465,26-11-2020,New Brunswick
12,477,27-11-2020,New Brunswick
4,481,28-11-2020,New Brunswick
14,495,29-11-2020,New Brunswick
6,501,30-11-2020,New Brunswick
7,508,01-12-2020,New Brunswick
6,514,02-12-2020,New Brunswick
6,520,03-12-2020,New Brunswick
8,528,04-12-2020,New Brunswick
2,530,05-12-2020,New Brunswick
4,534,06-12-2020,New Brunswick
2,536,07-12-2020,New Brunswick
5,541,08-12-2020,New Brunswick
1,542,09-12-2020,New Brunswick
4,546,10-12-2020,New Brunswick
8,554,11-12-2020,New Brunswick
1,555,12-12-2020,New Brunswick
2,557,13-12-2020,New Brunswick
1,558,14-12-2020,New Brunswick
1,559,15-12-2020,New Brunswick
8,567,16-12-2020,New Brunswick
6,573,17-12-2020,New Brunswick
0,573,18-12-2020,New Brunswick
1,574,19-12-2020,New Brunswick
0,574,20-12-2020,New Brunswick
4,578,21-12-2020,New Brunswick
2,580,22-12-2020,New Brunswick
5,585,23-12-2020,New Brunswick
2,587,24-12-2020,New Brunswick
1,588,25-12-2020,New Brunswick
2,590,26-12-2020,New Brunswick
2,592,27-12-2020,New Brunswick
1,593,28-12-2020,New Brunswick
2,595,29-12-2020,New Brunswick
1,596,30-12-2020,New Brunswick
3,599,31-12-2020,New Brunswick
2,601,01-01-2021,New Brunswick
10,611,02-01-2021,New Brunswick
7,618,03-01-2021,New Brunswick
17,635,04-01-2021,New Brunswick
27,662,05-01-2021,New Brunswick
31,693,06-01-2021,New Brunswick
24,717,07-01-2021,New Brunswick
18,735,08-01-2021,New Brunswick
30,765,09-01-2021,New Brunswick
14,779,10-01-2021,New Brunswick
21,800,11-01-2021,New Brunswick
17,817,12-01-2021,New Brunswick
19,836,13-01-2021,New Brunswick
23,859,14-01-2021,New Brunswick
25,884,15-01-2021,New Brunswick
27,911,16-01-2021,New Brunswick
36,947,17-01-2021,New Brunswick
26,973,18-01-2021,New Brunswick
31,1004,19-01-2021,New Brunswick
21,1025,20-01-2021,New Brunswick
32,1057,21-01-2021,New Brunswick
30,1087,22-01-2021,New Brunswick
17,1104,23-01-2021,New Brunswick
20,1124,24-01-2021,New Brunswick
27,1151,25-01-2021,New Brunswick
10,1161,26-01-2021,New Brunswick
14,1175,27-01-2021,New Brunswick
27,1202,28-01-2021,New Brunswick
16,1218,29-01-2021,New Brunswick
12,1230,30-01-2021,New Brunswick
25,1255,31-01-2021,New Brunswick
8,1263,01-02-2021,New Brunswick
25,1288,02-02-2021,New Brunswick
14,1302,03-02-2021,New Brunswick
16,1318,04-02-2021,New Brunswick
7,1325,05-02-2021,New Brunswick
12,1337,06-02-2021,New Brunswick
7,1344,07-02-2021,New Brunswick
2,1346,08-02-2021,New Brunswick
15,1361,09-02-2021,New Brunswick
13,1374,10-02-2021,New Brunswick
2,1376,11-02-2021,New Brunswick
5,1381,12-02-2021,New Brunswick
16,1397,13-02-2021,New Brunswick
2,1399,14-02-2021,New Brunswick
1,1400,15-02-2021,New Brunswick
3,1403,16-02-2021,New Brunswick
3,1406,17-02-2021,New Brunswick
4,1410,18-02-2021,New Brunswick
6,1416,19-02-2021,New Brunswick
3,1419,20-02-2021,New Brunswick
4,1423,21-02-2021,New Brunswick
1,1424,22-02-2021,New Brunswick
0,1424,23-02-2021,New Brunswick
2,1426,24-02-2021,New Brunswick
1,1427,25-02-2021,New Brunswick
1,1428,26-02-2021,New Brunswick
2,1430,27-02-2021,New Brunswick
0,1430,28-02-2021,New Brunswick
1,1431,01-03-2021,New Brunswick
4,1435,02-03-2021,New Brunswick
3,1438,03-03-2021,New Brunswick
5,1443,04-03-2021,New Brunswick
4,1447,05-03-2021,New Brunswick
6,1453,06-03-2021,New Brunswick
1,1454,07-03-2021,New Brunswick
5,1459,08-03-2021,New Brunswick
1,1460,09-03-2021,New Brunswick
0,1460,10-03-2021,New Brunswick
2,1462,11-03-2021,New Brunswick
3,1465,12-03-2021,New Brunswick
0,1465,13-03-2021,New Brunswick
5,1470,14-03-2021,New Brunswick
1,1471,15-03-2021,New Brunswick
5,1476,16-03-2021,New Brunswick
1,1477,17-03-2021,New Brunswick
7,1484,18-03-2021,New Brunswick
2,1486,19-03-2021,New Brunswick
3,1489,20-03-2021,New Brunswick
1,1490,21-03-2021,New Brunswick
8,1498,22-03-2021,New Brunswick
7,1505,23-03-2021,New Brunswick
10,1515,24-03-2021,New Brunswick
30,1545,25-03-2021,New Brunswick
13,1558,26-03-2021,New Brunswick
12,1570,27-03-2021,New Brunswick
6,1576,28-03-2021,New Brunswick
11,1587,29-03-2021,New Brunswick
14,1601,30-03-2021,New Brunswick
12,1613,31-03-2021,New Brunswick
10,1623,01-04-2021,New Brunswick
9,1632,02-04-2021,New Brunswick
9,1641,03-04-2021,New Brunswick
11,1652,04-04-2021,New Brunswick
10,1662,05-04-2021,New Brunswick
3,1665,06-04-2021,New Brunswick
14,1679,07-04-2021,New Brunswick
7,1686,08-04-2021,New Brunswick
8,1694,09-04-2021,New Brunswick
19,1713,10-04-2021,New Brunswick
9,1722,11-04-2021,New Brunswick
10,1732,12-04-2021,New Brunswick
4,1736,13-04-2021,New Brunswick
16,1752,14-04-2021,New Brunswick
6,1758,15-04-2021,New Brunswick
9,1767,16-04-2021,New Brunswick
11,1778,17-04-2021,New Brunswick
10,1788,18-04-2021,New Brunswick
9,1797,19-04-2021,New Brunswick
0,1797,20-04-2021,New Brunswick
7,1804,21-04-2021,New Brunswick
19,1823,22-04-2021,New Brunswick
16,1839,23-04-2021,New Brunswick
8,1847,24-04-2021,New Brunswick
4,1851,25-04-2021,New Brunswick
7,1858,26-04-2021,New Brunswick
24,1882,27-04-2021,New Brunswick
8,1890,28-04-2021,New Brunswick
10,1900,29-04-2021,New Brunswick
15,1915,30-04-2021,New Brunswick
18,1933,01-05-2021,New Brunswick
6,1939,02-05-2021,New Brunswick
15,1954,03-05-2021,New Brunswick
4,1958,04-05-2021,New Brunswick
11,1969,05-05-2021,New Brunswick
11,1980,06-05-2021,New Brunswick
8,1988,07-05-2021,New Brunswick
8,1996,08-05-2021,New Brunswick
6,2002,09-05-2021,New Brunswick
11,2013,10-05-2021,New Brunswick
2,2015,11-05-2021,New Brunswick
9,2024,12-05-2021,New Brunswick
16,2040,13-05-2021,New Brunswick
5,2045,14-05-2021,New Brunswick
7,2052,15-05-2021,New Brunswick
10,2062,16-05-2021,New Brunswick
11,2073,17-05-2021,New Brunswick
10,2083,18-05-2021,New Brunswick
8,2091,19-05-2021,New Brunswick
7,2098,20-05-2021,New Brunswick
15,2113,21-05-2021,New Brunswick
2,2115,22-05-2021,New Brunswick
14,2129,23-05-2021,New Brunswick
15,2144,24-05-2021,New Brunswick
9,2153,25-05-2021,New Brunswick
10,2163,26-05-2021,New Brunswick
9,2172,27-05-2021,New Brunswick
9,2181,28-05-2021,New Brunswick
10,2191,29-05-2021,New Brunswick
9,2200,30-05-2021,New Brunswick
12,2212,31-05-2021,New Brunswick
3,2215,01-06-2021,New Brunswick
12,2227,02-06-2021,New Brunswick
16,2243,03-06-2021,New Brunswick
10,2253,04-06-2021,New Brunswick
9,2262,05-06-2021,New Brunswick
3,2265,06-06-2021,New Brunswick
1,2266,07-06-2021,New Brunswick
1,2267,08-06-2021,New Brunswick
13,2280,09-06-2021,New Brunswick
3,2283,10-06-2021,New Brunswick
1,2284,11-06-2021,New Brunswick
7,2291,12-06-2021,New Brunswick
7,2298,13-06-2021,New Brunswick
1,2299,14-06-2021,New Brunswick
3,2302,15-06-2021,New Brunswick
3,2305,16-06-2021,New Brunswick
4,2309,17-06-2021,New Brunswick
2,2311,18-06-2021,New Brunswick
5,2316,19-06-2021,New Brunswick
2,2318,20-06-2021,New Brunswick
0,2318,21-06-2021,New Brunswick
1,2319,22-06-2021,New Brunswick
1,2320,23-06-2021,New Brunswick
2,2322,24-06-2021,New Brunswick
1,2323,25-06-2021,New Brunswick
1,2324,26-06-2021,New Brunswick
1,2325,27-06-2021,New Brunswick
1,2326,28-06-2021,New Brunswick
3,2329,29-06-2021,New Brunswick
3,2332,30-06-2021,New Brunswick
0,2332,01-07-2021,New Brunswick
4,2336,02-07-2021,New Brunswick
0,2336,03-07-2021,New Brunswick
1,2337,04-07-2021,New Brunswick
1,2338,05-07-2021,New Brunswick
-2,2336,06-07-2021,New Brunswick
0,2336,07-07-2021,New Brunswick
0,2336,08-07-2021,New Brunswick
0,2336,09-07-2021,New Brunswick
0,2336,10-07-2021,New Brunswick
0,2336,11-07-2021,New Brunswick
0,2336,12-07-2021,New Brunswick
0,2336,13-07-2021,New Brunswick
0,2336,14-07-2021,New Brunswick
7,2343,15-07-2021,New Brunswick
2,2345,16-07-2021,New Brunswick
0,2345,17-07-2021,New Brunswick
1,2346,18-07-2021,New Brunswick
0,2346,19-07-2021,New Brunswick
0,2346,20-07-2021,New Brunswick
0,2346,21-07-2021,New Brunswick
1,2347,22-07-2021,New Brunswick
3,2350,23-07-2021,New Brunswick
0,2350,24-07-2021,New Brunswick
0,2350,25-07-2021,New Brunswick
1,2351,26-07-2021,New Brunswick
1,2352,27-07-2021,New Brunswick
2,2354,28-07-2021,New Brunswick
4,2358,29-07-2021,New Brunswick
7,2365,30-07-2021,New Brunswick
0,2365,31-07-2021,New Brunswick
18,2383,01-08-2021,New Brunswick
0,2383,02-08-2021,New Brunswick
11,2394,03-08-2021,New Brunswick
2,2396,04-08-2021,New Brunswick
13,2409,05-08-2021,New Brunswick
5,2414,06-08-2021,New Brunswick
0,2414,07-08-2021,New Brunswick
20,2434,08-08-2021,New Brunswick
5,2439,09-08-2021,New Brunswick
8,2447,10-08-2021,New Brunswick
13,2460,11-08-2021,New Brunswick
11,2471,12-08-2021,New Brunswick
19,2490,13-08-2021,New Brunswick
0,2490,14-08-2021,New Brunswick
0,2490,15-08-2021,New Brunswick
40,2530,16-08-2021,New Brunswick
13,2543,17-08-2021,New Brunswick
16,2559,18-08-2021,New Brunswick
23,2582,19-08-2021,New Brunswick
32,2614,20-08-2021,New Brunswick
0,2614,21-08-2021,New Brunswick
0,2614,22-08-2021,New Brunswick
58,2672,23-08-2021,New Brunswick
15,2687,24-08-2021,New Brunswick
10,2697,25-08-2021,New Brunswick
8,2705,26-08-2021,New Brunswick
16,2721,27-08-2021,New Brunswick
0,2721,28-08-2021,New Brunswick
0,2721,29-08-2021,New Brunswick
39,2760,30-08-2021,New Brunswick
3,2763,31-08-2021,New Brunswick
11,2774,01-09-2021,New Brunswick
10,2784,02-09-2021,New Brunswick
14,2798,03-09-2021,New Brunswick
0,2798,04-09-2021,New Brunswick
0,2798,05-09-2021,New Brunswick
0,2798,06-09-2021,New Brunswick
54,2852,07-09-2021,New Brunswick
16,2868,08-09-2021,New Brunswick
17,2885,09-09-2021,New Brunswick
24,2909,10-09-2021,New Brunswick
0,2909,11-09-2021,New Brunswick
0,2909,12-09-2021,New Brunswick
122,3031,13-09-2021,New Brunswick
35,3066,14-09-2021,New Brunswick
63,3129,15-09-2021,New Brunswick
51,3180,16-09-2021,New Brunswick
57,3237,17-09-2021,New Brunswick
0,3237,18-09-2021,New Brunswick
0,3237,19-09-2021,New Brunswick
199,3436,20-09-2021,New Brunswick
65,3501,21-09-2021,New Brunswick
76,3577,22-09-2021,New Brunswick
52,3629,23-09-2021,New Brunswick
78,3707,24-09-2021,New Brunswick
61,3768,25-09-2021,New Brunswick
82,3850,26-09-2021,New Brunswick
86,3936,27-09-2021,New Brunswick
68,4004,28-09-2021,New Brunswick
84,4088,29-09-2021,New Brunswick
99,4187,30-09-2021,New Brunswick
85,4272,01-10-2021,New Brunswick
140,4412,02-10-2021,New Brunswick
93,4505,03-10-2021,New Brunswick
75,4580,04-10-2021,New Brunswick
90,4670,05-10-2021,New Brunswick
71,4741,06-10-2021,New Brunswick
116,4857,07-10-2021,New Brunswick
130,4987,08-10-2021,New Brunswick
100,5087,09-10-2021,New Brunswick
73,5160,10-10-2021,New Brunswick
98,5258,11-10-2021,New Brunswick
109,5367,12-10-2021,New Brunswick
82,5449,13-10-2021,New Brunswick
133,5582,14-10-2021,New Brunswick
87,5669,15-10-2021,New Brunswick
66,5735,16-10-2021,New Brunswick
58,5793,17-10-2021,New Brunswick
53,5846,18-10-2021,New Brunswick
50,5896,19-10-2021,New Brunswick
69,5965,20-10-2021,New Brunswick
67,6032,21-10-2021,New Brunswick
40,6072,22-10-2021,New Brunswick
40,6112,23-10-2021,New Brunswick
51,6163,24-10-2021,New Brunswick
22,6185,25-10-2021,New Brunswick
21,6206,26-10-2021,New Brunswick
57,6263,27-10-2021,New Brunswick
69,6332,28-10-2021,New Brunswick
48,6380,29-10-2021,New Brunswick
33,6413,30-10-2021,New Brunswick
32,6445,31-10-2021,New Brunswick
31,6476,01-11-2021,New Brunswick
40,6516,02-11-2021,New Brunswick
60,6576,03-11-2021,New Brunswick
39,6615,04-11-2021,New Brunswick
51,6666,05-11-2021,New Brunswick
50,6716,06-11-2021,New Brunswick
53,6769,07-11-2021,New Brunswick
44,6813,08-11-2021,New Brunswick
52,6865,09-11-2021,New Brunswick
69,6934,10-11-2021,New Brunswick
70,7004,11-11-2021,New Brunswick
65,7069,12-11-2021,New Brunswick
60,7129,13-11-2021,New Brunswick
65,7194,14-11-2021,New Brunswick
40,7234,15-11-2021,New Brunswick
34,7268,16-11-2021,New Brunswick
82,7350,17-11-2021,New Brunswick
72,7422,18-11-2021,New Brunswick
90,7512,19-11-2021,New Brunswick
67,7579,20-11-2021,New Brunswick
90,7669,21-11-2021,New Brunswick
62,7731,22-11-2021,New Brunswick
75,7806,23-11-2021,New Brunswick
87,7893,24-11-2021,New Brunswick
95,7988,25-11-2021,New Brunswick
99,8087,26-11-2021,New Brunswick
85,8172,27-11-2021,New Brunswick
45,8217,28-11-2021,New Brunswick
46,8263,29-11-2021,New Brunswick
55,8318,30-11-2021,New Brunswick
93,8411,01-12-2021,New Brunswick
95,8506,02-12-2021,New Brunswick
97,8603,03-12-2021,New Brunswick
77,8680,04-12-2021,New Brunswick
118,8798,05-12-2021,New Brunswick
71,8869,06-12-2021,New Brunswick
69,8938,07-12-2021,New Brunswick
111,9049,08-12-2021,New Brunswick
174,9223,09-12-2021,New Brunswick
143,9366,10-12-2021,New Brunswick
126,9492,11-12-2021,New Brunswick
112,9604,12-12-2021,New Brunswick
100,9704,13-12-2021,New Brunswick
109,9813,14-12-2021,New Brunswick
160,9973,15-12-2021,New Brunswick
177,10150,16-12-2021,New Brunswick
163,10313,17-12-2021,New Brunswick
133,10446,18-12-2021,New Brunswick
108,10554,19-12-2021,New Brunswick
118,10672,20-12-2021,New Brunswick
156,10828,21-12-2021,New Brunswick
237,11065,22-12-2021,New Brunswick
257,11322,23-12-2021,New Brunswick
265,11587,24-12-2021,New Brunswick
0,11587,25-12-2021,New Brunswick
0,11587,26-12-2021,New Brunswick
639,12226,27-12-2021,New Brunswick
306,12532,28-12-2021,New Brunswick
486,13018,29-12-2021,New Brunswick
572,13590,30-12-2021,New Brunswick
682,14272,31-12-2021,New Brunswick
0,14272,01-01-2022,New Brunswick
0,14272,02-01-2022,New Brunswick
2548,16820,03-01-2022,New Brunswick
746,17566,04-01-2022,New Brunswick
779,18345,05-01-2022,New Brunswick
672,19017,06-01-2022,New Brunswick
840,19857,07-01-2022,New Brunswick
421,20278,08-01-2022,New Brunswick
201,20479,09-01-2022,New Brunswick
220,20699,10-01-2022,New Brunswick
191,20890,11-01-2022,New Brunswick
359,21249,12-01-2022,New Brunswick
304,21553,13-01-2022,New Brunswick
426,21979,14-01-2022,New Brunswick
409,22388,15-01-2022,New Brunswick
380,22768,16-01-2022,New Brunswick
405,23173,17-01-2022,New Brunswick
330,23503,18-01-2022,New Brunswick
498,24001,19-01-2022,New Brunswick
488,24489,20-01-2022,New Brunswick
514,25003,21-01-2022,New Brunswick
462,25465,22-01-2022,New Brunswick
545,26010,23-01-2022,New Brunswick
381,26391,24-01-2022,New Brunswick
0,0,25-01-2020,NL
0,0,26-01-2020,NL
0,0,27-01-2020,NL
0,0,28-01-2020,NL
0,0,29-01-2020,NL
0,0,30-01-2020,NL
0,0,31-01-2020,NL
0,0,01-02-2020,NL
0,0,02-02-2020,NL
0,0,03-02-2020,NL
0,0,04-02-2020,NL
0,0,05-02-2020,NL
0,0,06-02-2020,NL
0,0,07-02-2020,NL
0,0,08-02-2020,NL
0,0,09-02-2020,NL
0,0,10-02-2020,NL
0,0,11-02-2020,NL
0,0,12-02-2020,NL
0,0,13-02-2020,NL
0,0,14-02-2020,NL
0,0,15-02-2020,NL
0,0,16-02-2020,NL
0,0,17-02-2020,NL
0,0,18-02-2020,NL
0,0,19-02-2020,NL
0,0,20-02-2020,NL
0,0,21-02-2020,NL
0,0,22-02-2020,NL
0,0,23-02-2020,NL
0,0,24-02-2020,NL
0,0,25-02-2020,NL
0,0,26-02-2020,NL
0,0,27-02-2020,NL
0,0,28-02-2020,NL
0,0,29-02-2020,NL
0,0,01-03-2020,NL
0,0,02-03-2020,NL
0,0,03-03-2020,NL
0,0,04-03-2020,NL
0,0,05-03-2020,NL
0,0,06-03-2020,NL
0,0,07-03-2020,NL
0,0,08-03-2020,NL
0,0,09-03-2020,NL
0,0,10-03-2020,NL
0,0,11-03-2020,NL
0,0,12-03-2020,NL
0,0,13-03-2020,NL
1,1,14-03-2020,NL
0,1,15-03-2020,NL
0,1,16-03-2020,NL
2,3,17-03-2020,NL
0,3,18-03-2020,NL
0,3,19-03-2020,NL
1,4,20-03-2020,NL
2,6,21-03-2020,NL
3,9,22-03-2020,NL
15,24,23-03-2020,NL
11,35,24-03-2020,NL
32,67,25-03-2020,NL
15,82,26-03-2020,NL
20,102,27-03-2020,NL
18,120,28-03-2020,NL
15,135,29-03-2020,NL
13,148,30-03-2020,NL
4,152,31-03-2020,NL
23,175,01-04-2020,NL
8,183,02-04-2020,NL
12,195,03-04-2020,NL
8,203,04-04-2020,NL
14,217,05-04-2020,NL
9,226,06-04-2020,NL
2,228,07-04-2020,NL
4,232,08-04-2020,NL
4,236,09-04-2020,NL
3,239,10-04-2020,NL
2,241,11-04-2020,NL
1,242,12-04-2020,NL
2,244,13-04-2020,NL
0,244,14-04-2020,NL
3,247,15-04-2020,NL
5,252,16-04-2020,NL
4,256,17-04-2020,NL
0,256,18-04-2020,NL
0,256,19-04-2020,NL
0,256,20-04-2020,NL
0,256,21-04-2020,NL
0,256,22-04-2020,NL
0,256,23-04-2020,NL
0,256,24-04-2020,NL
1,257,25-04-2020,NL
1,258,26-04-2020,NL
0,258,27-04-2020,NL
0,258,28-04-2020,NL
0,258,29-04-2020,NL
0,258,30-04-2020,NL
1,259,01-05-2020,NL
0,259,02-05-2020,NL
0,259,03-05-2020,NL
0,259,04-05-2020,NL
0,259,05-05-2020,NL
0,259,06-05-2020,NL
1,260,07-05-2020,NL
0,260,08-05-2020,NL
0,260,09-05-2020,NL
0,260,10-05-2020,NL
0,260,11-05-2020,NL
0,260,12-05-2020,NL
0,260,13-05-2020,NL
0,260,14-05-2020,NL
0,260,15-05-2020,NL
0,260,16-05-2020,NL
0,260,17-05-2020,NL
0,260,18-05-2020,NL
0,260,19-05-2020,NL
0,260,20-05-2020,NL
0,260,21-05-2020,NL
0,260,22-05-2020,NL
0,260,23-05-2020,NL
0,260,24-05-2020,NL
0,260,25-05-2020,NL
0,260,26-05-2020,NL
0,260,27-05-2020,NL
1,261,28-05-2020,NL
0,261,29-05-2020,NL
0,261,30-05-2020,NL
0,261,31-05-2020,NL
0,261,01-06-2020,NL
0,261,02-06-2020,NL
0,261,03-06-2020,NL
0,261,04-06-2020,NL
0,261,05-06-2020,NL
0,261,06-06-2020,NL
0,261,07-06-2020,NL
0,261,08-06-2020,NL
0,261,09-06-2020,NL
0,261,10-06-2020,NL
0,261,11-06-2020,NL
0,261,12-06-2020,NL
0,261,13-06-2020,NL
0,261,14-06-2020,NL
0,261,15-06-2020,NL
0,261,16-06-2020,NL
0,261,17-06-2020,NL
0,261,18-06-2020,NL
0,261,19-06-2020,NL
0,261,20-06-2020,NL
0,261,21-06-2020,NL
0,261,22-06-2020,NL
0,261,23-06-2020,NL
0,261,24-06-2020,NL
0,261,25-06-2020,NL
0,261,26-06-2020,NL
0,261,27-06-2020,NL
0,261,28-06-2020,NL
0,261,29-06-2020,NL
0,261,30-06-2020,NL
0,261,01-07-2020,NL
0,261,02-07-2020,NL
0,261,03-07-2020,NL
0,261,04-07-2020,NL
0,261,05-07-2020,NL
0,261,06-07-2020,NL
0,261,07-07-2020,NL
0,261,08-07-2020,NL
0,261,09-07-2020,NL
1,262,10-07-2020,NL
0,262,11-07-2020,NL
0,262,12-07-2020,NL
0,262,13-07-2020,NL
0,262,14-07-2020,NL
0,262,15-07-2020,NL
0,262,16-07-2020,NL
0,262,17-07-2020,NL
0,262,18-07-2020,NL
0,262,19-07-2020,NL
0,262,20-07-2020,NL
1,263,21-07-2020,NL
1,264,22-07-2020,NL
0,264,23-07-2020,NL
1,265,24-07-2020,NL
0,265,25-07-2020,NL
1,266,26-07-2020,NL
0,266,27-07-2020,NL
0,266,28-07-2020,NL
0,266,29-07-2020,NL
0,266,30-07-2020,NL
0,266,31-07-2020,NL
0,266,01-08-2020,NL
0,266,02-08-2020,NL
0,266,03-08-2020,NL
0,266,04-08-2020,NL
0,266,05-08-2020,NL
0,266,06-08-2020,NL
1,267,07-08-2020,NL
0,267,08-08-2020,NL
0,267,09-08-2020,NL
1,268,10-08-2020,NL
0,268,11-08-2020,NL
0,268,12-08-2020,NL
0,268,13-08-2020,NL
0,268,14-08-2020,NL
0,268,15-08-2020,NL
0,268,16-08-2020,NL
0,268,17-08-2020,NL
0,268,18-08-2020,NL
0,268,19-08-2020,NL
0,268,20-08-2020,NL
0,268,21-08-2020,NL
0,268,22-08-2020,NL
0,268,23-08-2020,NL
0,268,24-08-2020,NL
0,268,25-08-2020,NL
0,268,26-08-2020,NL
0,268,27-08-2020,NL
1,269,28-08-2020,NL
0,269,29-08-2020,NL
0,269,30-08-2020,NL
0,269,31-08-2020,NL
0,269,01-09-2020,NL
0,269,02-09-2020,NL
0,269,03-09-2020,NL
0,269,04-09-2020,NL
1,270,05-09-2020,NL
0,270,06-09-2020,NL
0,270,07-09-2020,NL
0,270,08-09-2020,NL
0,270,09-09-2020,NL
0,270,10-09-2020,NL
0,270,11-09-2020,NL
1,271,12-09-2020,NL
0,271,13-09-2020,NL
0,271,14-09-2020,NL
0,271,15-09-2020,NL
0,271,16-09-2020,NL
0,271,17-09-2020,NL
1,272,18-09-2020,NL
0,272,19-09-2020,NL
0,272,20-09-2020,NL
0,272,21-09-2020,NL
0,272,22-09-2020,NL
0,272,23-09-2020,NL
0,272,24-09-2020,NL
0,272,25-09-2020,NL
0,272,26-09-2020,NL
1,273,27-09-2020,NL
0,273,28-09-2020,NL
0,273,29-09-2020,NL
1,274,30-09-2020,NL
1,275,01-10-2020,NL
0,275,02-10-2020,NL
1,276,03-10-2020,NL
1,277,04-10-2020,NL
0,277,05-10-2020,NL
0,277,06-10-2020,NL
0,277,07-10-2020,NL
0,277,08-10-2020,NL
2,279,09-10-2020,NL
3,282,10-10-2020,NL
0,282,11-10-2020,NL
1,283,12-10-2020,NL
0,283,13-10-2020,NL
0,283,14-10-2020,NL
1,284,15-10-2020,NL
3,287,16-10-2020,NL
0,287,17-10-2020,NL
0,287,18-10-2020,NL
0,287,19-10-2020,NL
0,287,20-10-2020,NL
0,287,21-10-2020,NL
1,288,22-10-2020,NL
0,288,23-10-2020,NL
1,289,24-10-2020,NL
1,290,25-10-2020,NL
1,291,26-10-2020,NL
0,291,27-10-2020,NL
0,291,28-10-2020,NL
0,291,29-10-2020,NL
0,291,30-10-2020,NL
0,291,31-10-2020,NL
0,291,01-11-2020,NL
0,291,02-11-2020,NL
0,291,03-11-2020,NL
1,292,04-11-2020,NL
2,294,05-11-2020,NL
0,294,06-11-2020,NL
2,296,07-11-2020,NL
0,296,08-11-2020,NL
0,296,09-11-2020,NL
0,296,10-11-2020,NL
2,298,11-11-2020,NL
0,298,12-11-2020,NL
1,299,13-11-2020,NL
2,301,14-11-2020,NL
2,303,15-11-2020,NL
0,303,16-11-2020,NL
2,305,17-11-2020,NL
2,307,18-11-2020,NL
1,308,19-11-2020,NL
3,311,20-11-2020,NL
5,316,21-11-2020,NL
3,319,22-11-2020,NL
2,321,23-11-2020,NL
2,323,24-11-2020,NL
1,324,25-11-2020,NL
3,327,26-11-2020,NL
4,331,27-11-2020,NL
2,333,28-11-2020,NL
4,337,29-11-2020,NL
1,338,30-11-2020,NL
1,339,01-12-2020,NL
1,340,02-12-2020,NL
0,340,03-12-2020,NL
3,343,04-12-2020,NL
4,347,05-12-2020,NL
4,351,06-12-2020,NL
0,351,07-12-2020,NL
1,352,08-12-2020,NL
1,353,09-12-2020,NL
1,354,10-12-2020,NL
1,355,11-12-2020,NL
2,357,12-12-2020,NL
0,357,13-12-2020,NL
1,358,14-12-2020,NL
1,359,15-12-2020,NL
5,364,16-12-2020,NL
3,367,17-12-2020,NL
5,372,18-12-2020,NL
8,380,19-12-2020,NL
2,382,20-12-2020,NL
0,382,21-12-2020,NL
1,383,22-12-2020,NL
1,384,23-12-2020,NL
0,384,24-12-2020,NL
0,384,25-12-2020,NL
0,384,26-12-2020,NL
3,387,27-12-2020,NL
2,389,28-12-2020,NL
1,390,29-12-2020,NL
0,390,30-12-2020,NL
0,390,31-12-2020,NL
0,390,01-01-2021,NL
0,390,02-01-2021,NL
0,390,03-01-2021,NL
1,391,04-01-2021,NL
1,392,05-01-2021,NL
0,392,06-01-2021,NL
0,392,07-01-2021,NL
0,392,08-01-2021,NL
0,392,09-01-2021,NL
1,393,10-01-2021,NL
0,393,11-01-2021,NL
0,393,12-01-2021,NL
0,393,13-01-2021,NL
1,394,14-01-2021,NL
1,395,15-01-2021,NL
0,395,16-01-2021,NL
1,396,17-01-2021,NL
0,396,18-01-2021,NL
0,396,19-01-2021,NL
0,396,20-01-2021,NL
1,397,21-01-2021,NL
1,398,22-01-2021,NL
0,398,23-01-2021,NL
0,398,24-01-2021,NL
0,398,25-01-2021,NL
0,398,26-01-2021,NL
2,400,27-01-2021,NL
4,404,28-01-2021,NL
4,408,29-01-2021,NL
0,408,30-01-2021,NL
0,408,31-01-2021,NL
0,408,01-02-2021,NL
0,408,02-02-2021,NL
2,410,03-02-2021,NL
1,411,04-02-2021,NL
1,412,05-02-2021,NL
3,415,06-02-2021,NL
1,416,07-02-2021,NL
11,427,08-02-2021,NL
30,457,09-02-2021,NL
53,510,10-02-2021,NL
100,610,11-02-2021,NL
50,660,12-02-2021,NL
26,686,13-02-2021,NL
11,697,14-02-2021,NL
7,704,15-02-2021,NL
7,711,16-02-2021,NL
44,755,17-02-2021,NL
48,803,18-02-2021,NL
60,863,19-02-2021,NL
38,901,20-02-2021,NL
25,926,21-02-2021,NL
13,939,22-02-2021,NL
15,954,23-02-2021,NL
8,962,24-02-2021,NL
10,972,25-02-2021,NL
4,976,26-02-2021,NL
4,980,27-02-2021,NL
7,987,28-02-2021,NL
2,989,01-03-2021,NL
5,994,02-03-2021,NL
3,997,03-03-2021,NL
5,1002,04-03-2021,NL
1,1003,05-03-2021,NL
2,1005,06-03-2021,NL
1,1006,07-03-2021,NL
3,1009,08-03-2021,NL
1,1010,09-03-2021,NL
0,1010,10-03-2021,NL
1,1011,11-03-2021,NL
